customer_sk,customer_id,customer_name,dob,gender,kyc_type,kyc_number,onboard_date,status,loyalty_tier,city,state,country,email,phone,last_updated_ts,gdpr_opt_out
3033,CUST003033,Customer_3033,04-11-2013,F,Aadhaar,KYC00003033,24-01-2021,ACTIVE,Silver,Bengaluru,Karnataka,India,customer3033@mail.com,-9442547997,27:44.8,N
3034,CUST003034,Customer_3034,22-02-2009,F,Passport,KYC00003034,14-03-2021,ACTIVE,Silver,Hyderabad,Telangana,India,customer3034@mail.com,-9651682785,27:44.8,Y
3035,CUST003035,Customer_3035,04-03-2009,M,Passport,KYC00003035,17-04-2024,ACTIVE,Platinum,Kolkata,West Bengal,India,customer3035@mail.com,-9688436211,27:44.8,N
3036,CUST003036,Customer_3036,23-05-2012,F,Passport,KYC00003036,15-05-2020,ACTIVE,Gold,Bengaluru,Karnataka,India,customer3036@mail.com,-9918286808,27:44.8,N
3037,CUST003037,Customer_3037,21-05-2002,M,PAN,KYC00003037,11-09-2024,ACTIVE,Silver,Delhi,Delhi,India,customer3037@mail.com,-9232443788,27:44.8,N
3038,CUST003038,Customer_3038,16-05-2006,M,Aadhaar,KYC00003038,04-11-2025,INACTIVE,Gold,Chennai,Tamil Nadu,India,customer3038@mail.com,-9112961708,27:44.8,Y
3039,CUST003039,Customer_3039,07-10-1988,F,PAN,KYC00003039,22-06-2021,INACTIVE,Silver,Delhi,Delhi,India,customer3039@mail.com,-9580655020,27:44.8,Y
3040,CUST003040,Customer_3040,20-04-2004,M,Aadhaar,KYC00003040,22-07-2022,ACTIVE,Silver,Bengaluru,Karnataka,India,customer3040@mail.com,-9311248231,27:44.8,N
3041,CUST003041,Customer_3041,01-08-2000,F,PAN,KYC00003041,18-10-2018,ACTIVE,Silver,Kolkata,West Bengal,India,customer3041@mail.com,-9831105622,27:44.8,Y
3042,CUST003042,Customer_3042,16-12-2003,M,Passport,KYC00003042,21-02-2026,ACTIVE,Gold,Kolkata,West Bengal,India,customer3042@mail.com,-9633703733,27:44.8,Y
3043,CUST003043,Customer_3043,25-02-2003,M,Aadhaar,KYC00003043,27-11-2023,INACTIVE,Platinum,Bengaluru,Karnataka,India,customer3043@mail.com,-9166398359,27:44.8,N
3044,CUST003044,Customer_3044,16-03-1992,F,Aadhaar,KYC00003044,04-11-2018,ACTIVE,Silver,Mumbai,Maharashtra,India,customer3044@mail.com,-9734292077,27:44.8,N
3045,CUST003045,Customer_3045,04-01-2004,F,PAN,KYC00003045,16-12-2025,INACTIVE,Gold,Bengaluru,Karnataka,India,customer3045@mail.com,-9885896162,27:44.8,N
3046,CUST003046,Customer_3046,09-07-1988,F,Passport,KYC00003046,31-03-2023,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3046@mail.com,-9875973719,27:44.8,N
3047,CUST003047,Customer_3047,08-11-2009,M,Passport,KYC00003047,20-11-2023,INACTIVE,Gold,Kolkata,West Bengal,India,customer3047@mail.com,-9898428243,27:44.8,N
3048,CUST003048,Customer_3048,26-04-2002,M,Aadhaar,KYC00003048,14-09-2021,INACTIVE,Silver,Hyderabad,Telangana,India,customer3048@mail.com,-9694561875,27:44.8,Y
3049,CUST003049,Customer_3049,16-08-1998,F,Aadhaar,KYC00003049,13-01-2025,INACTIVE,Gold,Mumbai,Maharashtra,India,customer3049@mail.com,-9687270777,27:44.8,Y
3050,CUST003050,Customer_3050,11-03-2005,M,PAN,KYC00003050,21-09-2020,INACTIVE,Gold,Bengaluru,Karnataka,India,customer3050@mail.com,-9960377270,27:44.8,Y
3051,CUST003051,Customer_3051,26-01-1996,M,PAN,KYC00003051,16-03-2025,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3051@mail.com,-9299295613,27:44.8,Y
3052,CUST003052,Customer_3052,28-03-2011,F,Aadhaar,KYC00003052,26-06-2023,ACTIVE,Silver,Kolkata,West Bengal,India,customer3052@mail.com,-9303639043,27:44.8,Y
3053,CUST003053,Customer_3053,01-04-2011,F,PAN,KYC00003053,27-08-2025,ACTIVE,Silver,Hyderabad,Telangana,India,customer3053@mail.com,-9707224965,27:44.8,N
3054,CUST003054,Customer_3054,15-10-1995,M,PAN,KYC00003054,15-04-2024,ACTIVE,Gold,Bengaluru,Karnataka,India,customer3054@mail.com,-9357776400,27:44.8,Y
3055,CUST003055,Customer_3055,22-10-2004,F,Passport,KYC00003055,28-08-2024,ACTIVE,Gold,Delhi,Delhi,India,customer3055@mail.com,-9277530128,27:44.8,N
3056,CUST003056,Customer_3056,15-10-1994,M,PAN,KYC00003056,31-01-2026,ACTIVE,Platinum,Delhi,Delhi,India,customer3056@mail.com,-9251066108,27:44.8,Y
3057,CUST003057,Customer_3057,09-11-1994,M,PAN,KYC00003057,14-06-2024,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3057@mail.com,-9839528683,27:44.8,Y
3058,CUST003058,Customer_3058,26-02-2003,M,PAN,KYC00003058,19-12-2019,ACTIVE,Gold,Kolkata,West Bengal,India,customer3058@mail.com,-9248498520,27:44.8,Y
3059,CUST003059,Customer_3059,10-05-2006,M,Passport,KYC00003059,17-08-2024,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3059@mail.com,-9109763217,27:44.8,N
3060,CUST003060,Customer_3060,27-07-1998,M,Aadhaar,KYC00003060,05-01-2021,ACTIVE,Silver,Bengaluru,Karnataka,India,customer3060@mail.com,-9517689804,27:44.8,Y
3061,CUST003061,Customer_3061,06-09-1998,F,Passport,KYC00003061,26-09-2025,ACTIVE,Silver,Delhi,Delhi,India,customer3061@mail.com,-9691754201,27:44.8,Y
3062,CUST003062,Customer_3062,27-06-1985,M,Passport,KYC00003062,31-05-2022,ACTIVE,Silver,Kolkata,West Bengal,India,customer3062@mail.com,-9329183755,27:44.8,Y
3063,CUST003063,Customer_3063,27-07-2003,M,PAN,KYC00003063,12-07-2023,INACTIVE,Gold,Mumbai,Maharashtra,India,customer3063@mail.com,-9601289305,27:44.8,Y
3064,CUST003064,Customer_3064,20-07-1987,F,Passport,KYC00003064,05-09-2023,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3064@mail.com,-9531439132,27:44.8,N
3065,CUST003065,Customer_3065,12-08-2005,M,Aadhaar,KYC00003065,15-01-2018,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3065@mail.com,-9488164261,27:44.8,Y
3066,CUST003066,Customer_3066,21-02-2001,M,Aadhaar,KYC00003066,21-11-2024,ACTIVE,Silver,Mumbai,Maharashtra,India,customer3066@mail.com,-9769912727,27:44.8,N
3067,CUST003067,Customer_3067,07-06-2012,F,PAN,KYC00003067,01-03-2026,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer3067@mail.com,-9607790411,27:44.8,N
3068,CUST003068,Customer_3068,28-07-1986,M,Aadhaar,KYC00003068,11-01-2021,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3068@mail.com,-9795788650,27:44.8,N
3069,CUST003069,Customer_3069,15-08-2000,M,Aadhaar,KYC00003069,01-02-2023,INACTIVE,Silver,Delhi,Delhi,India,customer3069@mail.com,-9498626848,27:44.8,Y
3070,CUST003070,Customer_3070,04-05-1991,M,PAN,KYC00003070,30-09-2020,INACTIVE,Silver,Delhi,Delhi,India,customer3070@mail.com,-9964201289,27:44.8,N
3071,CUST003071,Customer_3071,08-04-2002,F,Aadhaar,KYC00003071,05-03-2026,ACTIVE,Gold,Hyderabad,Telangana,India,customer3071@mail.com,-9715980462,27:44.8,N
3072,CUST003072,Customer_3072,19-04-1998,F,Passport,KYC00003072,29-07-2024,ACTIVE,Silver,Bengaluru,Karnataka,India,customer3072@mail.com,-9661264755,27:44.8,Y
3073,CUST003073,Customer_3073,07-10-2009,F,Passport,KYC00003073,10-06-2024,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3073@mail.com,-9947819438,27:44.8,Y
3074,CUST003074,Customer_3074,09-01-2011,F,PAN,KYC00003074,10-08-2024,ACTIVE,Gold,Bengaluru,Karnataka,India,customer3074@mail.com,-9115253529,27:44.8,N
3075,CUST003075,Customer_3075,08-11-2013,M,PAN,KYC00003075,04-09-2022,INACTIVE,Gold,Chennai,Tamil Nadu,India,customer3075@mail.com,-9332441653,27:44.8,Y
3076,CUST003076,Customer_3076,22-02-1994,F,Aadhaar,KYC00003076,20-02-2019,ACTIVE,Silver,Mumbai,Maharashtra,India,customer3076@mail.com,-9268522050,27:44.8,Y
3077,CUST003077,Customer_3077,05-11-1988,F,Passport,KYC00003077,26-03-2021,ACTIVE,Silver,Hyderabad,Telangana,India,customer3077@mail.com,-9370022175,27:44.8,Y
3078,CUST003078,Customer_3078,14-06-1987,M,Passport,KYC00003078,19-01-2023,INACTIVE,Platinum,Kolkata,West Bengal,India,customer3078@mail.com,-9850558102,27:44.8,Y
3079,CUST003079,Customer_3079,29-10-1992,F,Aadhaar,KYC00003079,14-05-2021,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer3079@mail.com,-9273533129,27:44.8,N
3080,CUST003080,Customer_3080,06-11-2004,F,PAN,KYC00003080,04-10-2023,ACTIVE,Silver,Delhi,Delhi,India,customer3080@mail.com,-9320148706,27:44.8,N
3081,CUST003081,Customer_3081,03-01-2013,F,PAN,KYC00003081,12-09-2021,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3081@mail.com,-9516539623,27:44.8,Y
3082,CUST003082,Customer_3082,16-08-1987,M,Passport,KYC00003082,10-02-2026,ACTIVE,Platinum,Delhi,Delhi,India,customer3082@mail.com,-9789807969,27:44.8,N
3083,CUST003083,Customer_3083,21-11-1997,F,Passport,KYC00003083,13-06-2024,ACTIVE,Gold,Delhi,Delhi,India,customer3083@mail.com,-9126308107,27:44.8,N
3084,CUST003084,Customer_3084,20-05-2003,F,Passport,KYC00003084,08-01-2021,INACTIVE,Silver,Chennai,Tamil Nadu,India,customer3084@mail.com,-9828287583,27:44.8,Y
3085,CUST003085,Customer_3085,07-01-2012,F,PAN,KYC00003085,04-04-2020,INACTIVE,Silver,Kolkata,West Bengal,India,customer3085@mail.com,-9154433563,27:44.8,Y
3086,CUST003086,Customer_3086,24-06-1990,F,PAN,KYC00003086,23-04-2022,INACTIVE,Silver,Chennai,Tamil Nadu,India,customer3086@mail.com,-9107955277,27:44.8,Y
3087,CUST003087,Customer_3087,22-08-1998,F,Aadhaar,KYC00003087,20-03-2026,INACTIVE,Platinum,Delhi,Delhi,India,customer3087@mail.com,-9643922538,27:44.8,N
3088,CUST003088,Customer_3088,29-12-1998,F,Passport,KYC00003088,12-11-2023,INACTIVE,Gold,Bengaluru,Karnataka,India,customer3088@mail.com,-9451949147,27:44.8,N
3089,CUST003089,Customer_3089,17-12-1999,M,PAN,KYC00003089,09-11-2020,INACTIVE,Gold,Delhi,Delhi,India,customer3089@mail.com,-9394846375,27:44.8,Y
3090,CUST003090,Customer_3090,06-07-1986,F,Passport,KYC00003090,03-01-2023,ACTIVE,Platinum,Kolkata,West Bengal,India,customer3090@mail.com,-9944923585,27:44.8,N
3091,CUST003091,Customer_3091,14-02-1990,F,Passport,KYC00003091,24-08-2018,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3091@mail.com,-9545305534,27:44.8,N
3092,CUST003092,Customer_3092,15-08-1995,F,PAN,KYC00003092,23-09-2019,ACTIVE,Gold,Bengaluru,Karnataka,India,customer3092@mail.com,-9424846100,27:44.8,N
3093,CUST003093,Customer_3093,23-02-2007,F,Aadhaar,KYC00003093,21-01-2018,ACTIVE,Silver,Kolkata,West Bengal,India,customer3093@mail.com,-9316456509,27:44.8,N
3094,CUST003094,Customer_3094,08-04-2003,M,Passport,KYC00003094,13-08-2020,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer3094@mail.com,-9144985995,27:44.8,Y
3095,CUST003095,Customer_3095,21-01-1985,M,Aadhaar,KYC00003095,05-03-2020,ACTIVE,Platinum,Delhi,Delhi,India,customer3095@mail.com,-9420296066,27:44.8,N
3096,CUST003096,Customer_3096,07-09-1993,F,PAN,KYC00003096,12-12-2019,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer3096@mail.com,-9457324590,27:44.8,Y
3097,CUST003097,Customer_3097,06-08-2011,M,PAN,KYC00003097,29-10-2024,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3097@mail.com,-9174263256,27:44.8,Y
3098,CUST003098,Customer_3098,17-02-2014,M,Passport,KYC00003098,10-11-2022,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3098@mail.com,-9610704154,27:44.8,N
3099,CUST003099,Customer_3099,04-01-2006,M,Aadhaar,KYC00003099,10-10-2021,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3099@mail.com,-9388542434,27:44.8,Y
3100,CUST003100,Customer_3100,06-06-2000,F,Passport,KYC00003100,12-01-2021,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3100@mail.com,-9441206258,27:44.8,Y
3101,CUST003101,Customer_3101,06-05-1993,F,Aadhaar,KYC00003101,02-10-2025,INACTIVE,Gold,Delhi,Delhi,India,customer3101@mail.com,-9647006324,27:44.8,Y
3102,CUST003102,Customer_3102,09-08-1998,F,Passport,KYC00003102,02-03-2025,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3102@mail.com,-9369739718,27:44.8,Y
3103,CUST003103,Customer_3103,21-05-2010,M,PAN,KYC00003103,18-05-2025,INACTIVE,Silver,Bengaluru,Karnataka,India,customer3103@mail.com,-9281017510,27:44.8,N
3104,CUST003104,Customer_3104,07-10-1990,M,PAN,KYC00003104,04-01-2019,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3104@mail.com,-9744743874,27:44.8,Y
3105,CUST003105,Customer_3105,09-07-2007,F,Passport,KYC00003105,13-03-2018,INACTIVE,Silver,Bengaluru,Karnataka,India,customer3105@mail.com,-9435199456,27:44.8,Y
3106,CUST003106,Customer_3106,14-05-1994,M,Passport,KYC00003106,08-12-2022,INACTIVE,Gold,Kolkata,West Bengal,India,customer3106@mail.com,-9406770903,27:44.8,N
3107,CUST003107,Customer_3107,06-06-2000,F,PAN,KYC00003107,12-05-2025,ACTIVE,Silver,Delhi,Delhi,India,customer3107@mail.com,-9651350550,27:44.8,N
3108,CUST003108,Customer_3108,27-02-1996,M,PAN,KYC00003108,16-01-2018,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3108@mail.com,-9443597294,27:44.8,N
3109,CUST003109,Customer_3109,28-03-2007,F,PAN,KYC00003109,25-05-2024,INACTIVE,Silver,Hyderabad,Telangana,India,customer3109@mail.com,-9362736549,27:44.8,Y
3110,CUST003110,Customer_3110,05-06-2003,M,Passport,KYC00003110,18-03-2025,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer3110@mail.com,-9689093538,27:44.8,N
3111,CUST003111,Customer_3111,06-02-2012,F,PAN,KYC00003111,25-02-2023,INACTIVE,Gold,Hyderabad,Telangana,India,customer3111@mail.com,-9414107564,27:44.8,Y
3112,CUST003112,Customer_3112,22-01-2004,M,Passport,KYC00003112,11-01-2018,INACTIVE,Gold,Kolkata,West Bengal,India,customer3112@mail.com,-9295198978,27:44.8,Y
3113,CUST003113,Customer_3113,22-12-2012,M,Aadhaar,KYC00003113,13-01-2019,ACTIVE,Gold,Hyderabad,Telangana,India,customer3113@mail.com,-9680767927,27:44.8,Y
3114,CUST003114,Customer_3114,30-09-1990,F,Aadhaar,KYC00003114,24-10-2021,ACTIVE,Gold,Bengaluru,Karnataka,India,customer3114@mail.com,-9768788106,27:44.8,Y
3115,CUST003115,Customer_3115,07-01-1991,M,PAN,KYC00003115,28-02-2023,ACTIVE,Silver,Delhi,Delhi,India,customer3115@mail.com,-9801972995,27:44.8,N
3116,CUST003116,Customer_3116,13-05-2004,M,PAN,KYC00003116,03-12-2019,ACTIVE,Gold,Kolkata,West Bengal,India,customer3116@mail.com,-9829403093,27:44.8,Y
3117,CUST003117,Customer_3117,21-05-2003,F,Aadhaar,KYC00003117,05-01-2026,INACTIVE,Silver,Kolkata,West Bengal,India,customer3117@mail.com,-9820586773,27:44.8,N
3118,CUST003118,Customer_3118,14-03-2004,F,Passport,KYC00003118,28-11-2020,ACTIVE,Platinum,Delhi,Delhi,India,customer3118@mail.com,-9949395924,27:44.8,N
3119,CUST003119,Customer_3119,08-06-2006,F,Aadhaar,KYC00003119,09-04-2020,ACTIVE,Platinum,Delhi,Delhi,India,customer3119@mail.com,-9680665435,27:44.8,Y
3120,CUST003120,Customer_3120,04-08-1993,F,Passport,KYC00003120,29-09-2018,ACTIVE,Platinum,Delhi,Delhi,India,customer3120@mail.com,-9169580486,27:44.8,N
3121,CUST003121,Customer_3121,12-03-2011,M,Passport,KYC00003121,07-07-2024,ACTIVE,Gold,Delhi,Delhi,India,customer3121@mail.com,-9647530676,27:44.8,N
3122,CUST003122,Customer_3122,02-05-2002,M,Passport,KYC00003122,15-12-2020,INACTIVE,Gold,Mumbai,Maharashtra,India,customer3122@mail.com,-9320506776,27:44.8,Y
3123,CUST003123,Customer_3123,03-12-1984,F,Aadhaar,KYC00003123,21-11-2018,ACTIVE,Silver,Mumbai,Maharashtra,India,customer3123@mail.com,-9737456616,27:44.8,N
3124,CUST003124,Customer_3124,17-01-1989,M,PAN,KYC00003124,31-01-2025,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3124@mail.com,-9458350116,27:44.8,Y
3125,CUST003125,Customer_3125,11-09-2008,M,PAN,KYC00003125,11-05-2024,INACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3125@mail.com,-9941961655,27:44.8,Y
3126,CUST003126,Customer_3126,03-03-1990,M,Passport,KYC00003126,24-06-2023,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer3126@mail.com,-9516637474,27:44.8,Y
3127,CUST003127,Customer_3127,12-04-1986,F,Passport,KYC00003127,25-06-2019,ACTIVE,Gold,Kolkata,West Bengal,India,customer3127@mail.com,-9936805321,27:44.8,Y
3128,CUST003128,Customer_3128,20-01-2009,M,Aadhaar,KYC00003128,16-03-2024,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3128@mail.com,-9395172564,27:44.8,N
3129,CUST003129,Customer_3129,17-10-1997,F,PAN,KYC00003129,20-09-2020,ACTIVE,Silver,Hyderabad,Telangana,India,customer3129@mail.com,-9551747926,27:44.8,N
3130,CUST003130,Customer_3130,23-10-2004,F,Passport,KYC00003130,08-03-2026,ACTIVE,Silver,Bengaluru,Karnataka,India,customer3130@mail.com,-9463267411,27:44.8,N
3131,CUST003131,Customer_3131,05-03-2004,M,Aadhaar,KYC00003131,17-12-2022,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3131@mail.com,-9209050536,27:44.8,Y
3132,CUST003132,Customer_3132,12-12-1993,M,Aadhaar,KYC00003132,10-09-2021,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3132@mail.com,-9145857367,27:44.8,N
3133,CUST003133,Customer_3133,20-08-1985,F,PAN,KYC00003133,21-03-2025,ACTIVE,Platinum,Delhi,Delhi,India,customer3133@mail.com,-9613722174,27:44.8,Y
3134,CUST003134,Customer_3134,13-06-1996,F,Aadhaar,KYC00003134,03-07-2018,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer3134@mail.com,-9646642761,27:44.8,Y
3135,CUST003135,Customer_3135,04-08-1987,F,PAN,KYC00003135,17-06-2021,INACTIVE,Silver,Kolkata,West Bengal,India,customer3135@mail.com,-9799436091,27:44.8,Y
3136,CUST003136,Customer_3136,05-05-1994,F,PAN,KYC00003136,23-03-2020,INACTIVE,Platinum,Mumbai,Maharashtra,India,customer3136@mail.com,-9576708626,27:44.8,Y
3137,CUST003137,Customer_3137,29-04-2012,F,Passport,KYC00003137,30-09-2024,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3137@mail.com,-9140237829,27:44.8,N
3138,CUST003138,Customer_3138,19-11-2011,F,Passport,KYC00003138,07-08-2018,ACTIVE,Silver,Delhi,Delhi,India,customer3138@mail.com,-9785916452,27:44.8,N
3139,CUST003139,Customer_3139,22-02-1996,F,Aadhaar,KYC00003139,30-09-2023,ACTIVE,Gold,Hyderabad,Telangana,India,customer3139@mail.com,-9542396259,27:44.8,N
3140,CUST003140,Customer_3140,30-04-1997,M,PAN,KYC00003140,30-09-2022,INACTIVE,Gold,Chennai,Tamil Nadu,India,customer3140@mail.com,-9974459041,27:44.8,Y
3141,CUST003141,Customer_3141,18-07-2003,M,PAN,KYC00003141,16-11-2024,ACTIVE,Gold,Kolkata,West Bengal,India,customer3141@mail.com,-9334751857,27:44.8,N
3142,CUST003142,Customer_3142,09-11-2013,M,PAN,KYC00003142,25-12-2021,INACTIVE,Gold,Chennai,Tamil Nadu,India,customer3142@mail.com,-9586411417,27:44.8,Y
3143,CUST003143,Customer_3143,11-03-2014,M,Passport,KYC00003143,04-12-2022,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3143@mail.com,-9646581697,27:44.8,N
3144,CUST003144,Customer_3144,07-07-1993,M,PAN,KYC00003144,02-05-2024,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer3144@mail.com,-9700447707,27:44.8,N
3145,CUST003145,Customer_3145,09-11-2013,F,Passport,KYC00003145,02-11-2019,ACTIVE,Silver,Hyderabad,Telangana,India,customer3145@mail.com,-9287958784,27:44.8,N
3146,CUST003146,Customer_3146,10-01-2001,F,PAN,KYC00003146,02-03-2024,ACTIVE,Platinum,Kolkata,West Bengal,India,customer3146@mail.com,-9893351404,27:44.8,N
3147,CUST003147,Customer_3147,08-04-1995,F,Aadhaar,KYC00003147,09-04-2018,INACTIVE,Silver,Chennai,Tamil Nadu,India,customer3147@mail.com,-9422005536,27:44.8,N
3148,CUST003148,Customer_3148,16-04-2005,F,Aadhaar,KYC00003148,25-12-2019,ACTIVE,Gold,Delhi,Delhi,India,customer3148@mail.com,-9897801323,27:44.8,N
3149,CUST003149,Customer_3149,17-11-1996,M,Passport,KYC00003149,18-06-2023,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3149@mail.com,-9754724033,27:44.8,Y
3150,CUST003150,Customer_3150,08-01-1987,F,PAN,KYC00003150,11-10-2021,ACTIVE,Silver,Delhi,Delhi,India,customer3150@mail.com,-9277795256,27:44.8,Y
3151,CUST003151,Customer_3151,20-12-2013,M,Aadhaar,KYC00003151,01-05-2024,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3151@mail.com,-9995639295,27:44.8,N
3152,CUST003152,Customer_3152,23-05-1994,F,Aadhaar,KYC00003152,27-06-2025,INACTIVE,Gold,Kolkata,West Bengal,India,customer3152@mail.com,-9850599642,27:44.8,Y
3153,CUST003153,Customer_3153,01-09-2010,F,Passport,KYC00003153,13-04-2020,INACTIVE,Gold,Hyderabad,Telangana,India,customer3153@mail.com,-9409024467,27:44.8,Y
3154,CUST003154,Customer_3154,05-12-1989,M,Passport,KYC00003154,18-07-2022,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3154@mail.com,-9783889610,27:44.8,Y
3155,CUST003155,Customer_3155,14-06-1985,M,Aadhaar,KYC00003155,11-02-2025,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer3155@mail.com,-9131750615,27:44.8,N
3156,CUST003156,Customer_3156,24-07-1992,M,Passport,KYC00003156,12-02-2020,INACTIVE,Gold,Hyderabad,Telangana,India,customer3156@mail.com,-9585782063,27:44.8,N
3157,CUST003157,Customer_3157,26-01-2011,F,Aadhaar,KYC00003157,23-08-2022,INACTIVE,Silver,Kolkata,West Bengal,India,customer3157@mail.com,-9101605864,27:44.8,Y
3158,CUST003158,Customer_3158,05-11-2001,M,Aadhaar,KYC00003158,14-12-2019,ACTIVE,Silver,Bengaluru,Karnataka,India,customer3158@mail.com,-9951942984,27:44.8,Y
3159,CUST003159,Customer_3159,16-01-1994,F,Passport,KYC00003159,07-08-2024,ACTIVE,Silver,Mumbai,Maharashtra,India,customer3159@mail.com,-9324150781,27:44.8,N
3160,CUST003160,Customer_3160,02-01-2009,M,Aadhaar,KYC00003160,23-06-2023,ACTIVE,Platinum,Delhi,Delhi,India,customer3160@mail.com,-9894965499,27:44.8,Y
3161,CUST003161,Customer_3161,11-06-2005,F,Passport,KYC00003161,23-10-2018,ACTIVE,Silver,Kolkata,West Bengal,India,customer3161@mail.com,-9782539691,27:44.8,N
3162,CUST003162,Customer_3162,09-04-2002,M,Aadhaar,KYC00003162,18-04-2021,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer3162@mail.com,-9276313244,27:44.8,Y
3163,CUST003163,Customer_3163,20-11-1999,M,Aadhaar,KYC00003163,30-05-2021,INACTIVE,Gold,Mumbai,Maharashtra,India,customer3163@mail.com,-9566305579,27:44.8,N
3164,CUST003164,Customer_3164,27-01-2001,M,PAN,KYC00003164,01-03-2024,INACTIVE,Silver,Mumbai,Maharashtra,India,customer3164@mail.com,-9625721361,27:44.8,Y
3165,CUST003165,Customer_3165,14-12-1993,M,Passport,KYC00003165,22-07-2024,ACTIVE,Platinum,Delhi,Delhi,India,customer3165@mail.com,-9790250393,27:44.8,N
3166,CUST003166,Customer_3166,04-08-2012,F,Aadhaar,KYC00003166,14-07-2024,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer3166@mail.com,-9296180807,27:44.8,N
3167,CUST003167,Customer_3167,05-11-2003,F,Aadhaar,KYC00003167,15-01-2019,ACTIVE,Platinum,Hyderabad,Telangana,India,customer3167@mail.com,-9148298104,27:44.8,Y
3168,CUST003168,Customer_3168,23-09-2008,F,PAN,KYC00003168,03-01-2020,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3168@mail.com,-9168231777,27:44.8,Y
3169,CUST003169,Customer_3169,09-02-1997,F,Passport,KYC00003169,24-06-2022,INACTIVE,Silver,Bengaluru,Karnataka,India,customer3169@mail.com,-9293883256,27:44.8,Y
3170,CUST003170,Customer_3170,15-03-1984,F,Aadhaar,KYC00003170,14-09-2020,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer3170@mail.com,-9371324735,27:44.8,N
3171,CUST003171,Customer_3171,13-02-2001,M,Aadhaar,KYC00003171,13-09-2025,INACTIVE,Gold,Bengaluru,Karnataka,India,customer3171@mail.com,-9723048951,27:44.8,Y
3172,CUST003172,Customer_3172,16-03-2000,M,PAN,KYC00003172,03-12-2020,INACTIVE,Platinum,Mumbai,Maharashtra,India,customer3172@mail.com,-9655187374,27:44.8,N
3173,CUST003173,Customer_3173,18-05-1998,M,PAN,KYC00003173,03-07-2019,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer3173@mail.com,-9114993650,27:44.8,N
3174,CUST003174,Customer_3174,08-02-1995,F,Aadhaar,KYC00003174,18-04-2025,INACTIVE,Gold,Bengaluru,Karnataka,India,customer3174@mail.com,-9201746159,27:44.8,Y
3175,CUST003175,Customer_3175,13-11-2007,F,Passport,KYC00003175,31-07-2018,ACTIVE,Silver,Kolkata,West Bengal,India,customer3175@mail.com,-9876408298,27:44.8,N
3176,CUST003176,Customer_3176,06-01-1988,F,PAN,KYC00003176,13-07-2024,ACTIVE,Gold,Mumbai,Maharashtra,India,customer3176@mail.com,-9198890681,27:44.8,Y
3177,CUST003177,Customer_3177,07-06-1994,F,Aadhaar,KYC00003177,31-12-2023,INACTIVE,Silver,Bengaluru,Karnataka,India,customer3177@mail.com,-9777861002,27:44.8,Y
3178,CUST003178,Customer_3178,17-12-2005,M,Passport,KYC00003178,12-02-2023,ACTIVE,Silver,Kolkata,West Bengal,India,customer3178@mail.com,-9760500876,27:44.8,N
3179,CUST003179,Customer_3179,11-09-2007,F,Aadhaar,KYC00003179,18-05-2021,ACTIVE,Gold,Hyderabad,Telangana,India,customer3179@mail.com,-9917102504,27:44.8,N
